time_sec,chord_symbol,confidence
196.940045,G#m,0.110193
196.951655,D,0.106950
196.963265,Gm,0.109880
196.974875,D,0.110856
196.998095,Gm,0.111752
197.009705,D,0.100102
197.044535,Gm,0.112256
197.056145,D,0.113465
197.067755,Gm,0.121886
197.079365,G,0.129958
197.102585,A#,0.097930
197.114195,Em,0.104972
197.160635,E,0.178318
197.299955,Em,0.122326
197.311565,D#,0.132922
197.323175,A#,0.128351
197.334785,D,0.162109
197.427664,Dm,0.154603
197.462494,A,0.131278
197.485714,D,0.107375
197.508934,Am,0.124072
197.741134,A,0.176161
197.752744,Am,0.178890
197.834014,E,0.195703
198.217143,Em,0.152099
198.251973,E,0.120049
198.275193,A,0.148263
198.391293,Am,0.175681
198.426122,E,0.143831
198.460952,Em,0.168089
198.507392,E,0.177618
198.577052,Am,0.121307
198.611882,A,0.110700
198.623492,D,0.109911
198.646712,Dm,0.111648
198.658322,D,0.115216
199.006621,F#m,0.190918
199.041451,D,0.186375
199.087891,F#m,0.183449
199.180771,G#m,0.140704
199.192381,E,0.137741
199.215601,B,0.127079
199.250431,Bm,0.131177
199.668390,G,0.174114
199.691610,Bm,0.159099
199.726440,E,0.140553
199.854150,Bm,0.138819
199.877370,D,0.152156
199.981859,Bm,0.170851
200.028299,E,0.136631
200.097959,Em,0.193858
200.109569,E,0.199458
200.167619,Em,0.189372
200.225669,E,0.184767
200.237279,Em,0.165855
200.353379,E,0.155370
200.388209,Em,0.160179
200.423039,E,0.184629
200.434649,Em,0.192736
200.504308,E,0.202106
200.585578,Em,0.203461
200.632018,E,0.190633
200.690068,Em,0.173004
200.701678,E,0.184955
200.724898,Em,0.189263
200.782948,E,0.181133
200.806168,Em,0.161425
200.852608,E,0.135844
201.026757,Em,0.174639
201.061587,B,0.140279
201.224127,Bm,0.131479
201.235737,Em,0.148814
201.711746,E,0.238087
201.758186,Em,0.218948
201.769796,E,0.210232
201.793016,Em,0.186530
201.967166,C,0.119504
202.930794,Cm,0.134996
202.942404,C,0.140062
202.977234,G,0.105442
202.988844,Em,0.104970
203.012063,C,0.104081
203.023673,G,0.102317
203.035283,Gm,0.111815
203.046893,G,0.109355
203.058503,Gm,0.114193
203.070113,G,0.121072
203.081723,D,0.130122
203.615782,Gm,0.143259
203.627392,D,0.154830
203.766712,Dm,0.163606
203.778322,D,0.143154
203.952472,Dm,0.212162
203.964082,D,0.218528
204.091791,Dm,0.177877
204.115011,D,0.150977
204.149841,A,0.142415
204.219501,E,0.125035
204.289161,G,0.118033
204.300771,Bm,0.134184
204.382041,G,0.182155
204.393651,Bm,0.189050
204.463311,D,0.193481
204.567800,G,0.178326
204.579410,Bm,0.167311
204.602630,B,0.132141
204.614240,D#,0.139567
204.637460,G#m,0.135422
204.649070,Em,0.142053
204.718730,E,0.194669
204.730340,Em,0.199774
204.741950,E,0.204562
204.788390,Em,0.213655
204.881270,E,0.211932
204.892880,Em,0.219407
204.950930,E,0.237327
204.974150,Em,0.239934
205.032200,E,0.246598
205.055420,Em,0.241279
205.148299,E,0.248173
205.206349,Em,0.247686
205.229569,E,0.244131
205.241179,Em,0.248002
205.287619,E,0.254066
205.345669,Em,0.253633
205.392109,E,0.251537
205.415329,Em,0.247529
205.461769,E,0.246498
205.484989,Em,0.243518
205.519819,E,0.245640
205.554649,Em,0.250951
205.577868,E,0.249202
205.670748,Em,0.244620
205.705578,E,0.246995
205.740408,Em,0.249439
205.798458,E,0.252521
205.844898,Em,0.248583
205.856508,E,0.250614
205.868118,Em,0.249524
205.879728,E,0.242597
205.937778,Em,0.239616
205.960998,E,0.235985
205.972608,Em,0.235401
205.995828,E,0.238880
206.007438,Em,0.236846
206.019048,E,0.240271
206.042268,Em,0.238669
206.053878,E,0.232658
206.355737,C#m,0.121460
206.669206,C,0.108355
207.586395,Am,0.121801
207.679274,A,0.121205
207.725714,D,0.123692
208.654512,Dm,0.114101
208.793832,Am,0.098882
208.805442,E,0.101352
209.293061,Em,0.220056
209.304671,E,0.230118
209.316281,Em,0.233866
209.327891,E,0.234029
209.467211,Em,0.220709
209.502041,E,0.233695
209.850340,A,0.130153
209.989660,Dm,0.126663
210.802358,G,0.154848
210.848798,Dm,0.143145
210.895238,G,0.131867
210.976508,Dm,0.103846
211.080998,A,0.106296
212.021406,Am,0.157821
212.125896,F,0.135570
212.172336,Am,0.124038
212.183946,E,0.120414
212.265215,G#m,0.157888
212.300045,E,0.161514
212.323265,G#m,0.167824
212.346485,B,0.175162
212.648345,E,0.201455
212.834104,B,0.169487
212.996644,Em,0.102449
213.019864,Am,0.099309
213.043084,Em,0.098772
213.240454,Am,0.103342
213.252063,E,0.105287
213.565533,Em,0.175439
213.774512,C,0.127161
213.786122,Em,0.126017
214.076372,E,0.143802
214.540771,C#m,0.098750
214.552381,E,0.097359
214.563991,C#m,0.097467
214.587211,G,0.097666
214.598821,Gm,0.097682
214.622041,G,0.099814
214.633651,Gm,0.102080
214.645261,G,0.103104
214.738141,Bm,0.102092
214.889070,D,0.146147
215.399909,Dm,0.133803
215.469569,G,0.113420
215.481179,Dm,0.112137
215.550839,G,0.107794
215.632109,G#,0.099069
215.643719,C,0.100762
215.655329,G#,0.103032
215.690159,C,0.109475
216.131338,Cm,0.209117
216.189388,C,0.215931
216.584127,Cm,0.155128
216.595737,Am,0.140159
216.607347,F,0.139158
216.653787,Am,0.139683
216.711837,D,0.124618
216.746667,Bm,0.130274
216.804717,G,0.165934
216.816327,D,0.172601
217.454875,Dm,0.136863
217.559365,Gm,0.113513
217.617415,Dm,0.104502
217.640635,Gm,0.102365
217.663855,C,0.098679
217.721905,Am,0.100884
217.779955,E,0.105739
218.290794,Em,0.226872
218.302404,E,0.235968
218.430113,Em,0.247349
218.488163,E,0.236036
218.848073,A,0.133728
218.975782,Dm,0.128962
219.138322,Gm,0.172991
219.149932,Dm,0.175846
219.161542,G,0.179055
219.173152,Dm,0.183313
219.382132,D,0.233151
219.428571,Dm,0.205747
219.440181,D,0.208595
219.544671,Dm,0.204148
219.556281,D,0.201014
219.567891,Dm,0.201857
219.800091,Gm,0.161274
219.811701,G,0.161609
219.974240,Gm,0.112921
219.985850,Dm,0.110587
220.136780,A,0.111291
220.903039,Am,0.214820
220.914649,A,0.197669
221.042358,Am,0.172195
221.112018,F,0.144373
221.135238,Am,0.152066
221.193288,F,0.131983
221.239728,E,0.117541
221.262948,B,0.145945
221.367438,Bm,0.186326
221.402268,B,0.197233
221.425488,Bm,0.207661
221.448707,B,0.218425
221.495147,E,0.210041
221.518367,B,0.218930
221.622857,E,0.226120
221.657687,B,0.223911
221.692517,Bm,0.238756
221.704127,B,0.237994
221.855057,E,0.154413
221.913107,B,0.133191
221.959546,E,0.116711
221.971156,B,0.112594
221.994376,E,0.108249
222.040816,Bm,0.096757
222.098866,G,0.094573
222.110476,Bm,0.094939
222.133696,Am,0.094316
222.145306,D,0.094238
222.156916,Bm,0.095778
222.180136,G,0.094182
222.203356,Am,0.092587
222.214966,Em,0.093281
222.238186,E,0.101819
222.273016,Em,0.101914
222.296236,C,0.103892
222.865125,Am,0.112745
223.190204,C,0.149342
223.468844,E,0.108086
223.712653,Em,0.171907
223.851973,B,0.194218
224.478912,Bm,0.145827
224.513741,G,0.138843
224.629841,Am,0.108054
224.873651,E,0.131939
225.024580,C,0.151992
225.152290,Am,0.154678
225.187120,Em,0.155209
225.210340,E,0.149085
225.303220,Em,0.220985
225.361270,E,0.212511
225.605079,D,0.142954
225.709569,Dm,0.213822
225.756009,D,0.211104
225.767619,Dm,0.211566
225.802449,D,0.208478
225.837279,Dm,0.204630
225.848889,D,0.206253
225.976599,Bm,0.172612
226.580317,D,0.226667
226.731247,Bm,0.126911
226.754467,E,0.157624
226.963447,Em,0.233318
227.903855,G,0.135394
228.263764,Bm,0.197139
229.041633,Am,0.124481
229.076463,F,0.202427
229.099683,Am,0.220022
229.935601,C,0.170491
230.365170,D,0.116758
230.608980,Gm,0.173355
230.841179,D,0.159379
231.375238,Bm,0.174854
231.386848,G,0.184548
231.421678,Bm,0.217843
231.444898,G,0.226681
231.700317,D,0.126634
231.781587,Dm,0.163688
231.816417,D,0.172544
232.118277,Dm,0.145349
232.129887,A,0.139368
232.141497,Am,0.164756
232.153107,A,0.193203
232.617506,Am,0.182150
232.629116,A,0.173356
232.675556,Em,0.119575
232.710385,Bm,0.143202
232.814875,B,0.210951
233.244444,Bm,0.236957
233.441814,B,0.126096
233.465034,F#m,0.123228
234.161633,D,0.181773
234.428662,F#m,0.110167
234.440272,Bm,0.105419
234.451882,E,0.125895
234.521542,B,0.238217
234.556372,Bm,0.254210
234.591202,B,0.262307
234.916281,Em,0.284689
234.927891,B,0.285845
235.194921,Bm,0.277513
235.345850,B,0.263425
235.369070,Bm,0.262895
235.438730,B,0.268106
235.450340,Bm,0.268022
235.717370,G,0.264863
235.763810,Bm,0.268292
235.914739,B,0.276257
235.937959,Bm,0.271854
235.949569,G,0.273327
236.030839,Em,0.275468
236.077279,G,0.270180
236.123719,Bm,0.264754
236.170159,B,0.263036
236.181769,Bm,0.262209
236.483628,B,0.217105
236.495238,Bm,0.219426
236.506848,B,0.216645
236.530068,Bm,0.213512
236.564898,G,0.206488
236.588118,Em,0.205403
236.611338,G,0.200752
236.680998,Em,0.193076
236.948027,G,0.162343
236.971247,Em,0.164022
237.122177,G,0.173446
237.133787,Em,0.169306
237.168617,G,0.165349
237.180227,Em,0.166518
237.203447,G,0.164773
237.215057,Em,0.167066
237.249887,G,0.163868
237.331156,Em,0.142641
237.342766,G,0.148671
237.551746,Gm,0.119080
237.609796,G,0.118109
237.621406,Gm,0.117821
237.633016,G,0.122202
237.679456,Gm,0.117819
237.702676,G,0.117064
237.737506,Gm,0.118379
237.749116,G,0.121885
237.818776,Gm,0.123374
237.888435,G,0.128262
237.934875,Gm,0.125310
237.958095,G,0.122513
237.969705,Cm,0.124172
237.981315,D#,0.121394
237.992925,Cm,0.118780
238.016145,Em,0.118029
238.050975,C,0.117999
238.074195,Cm,0.125966
238.085805,C,0.127982
238.097415,Cm,0.127369
238.190295,Gm,0.127903
238.422494,A#,0.104264
238.434104,Gm,0.110546
238.538594,Dm,0.097649
238.550204,A#,0.104465
238.561814,Gm,0.097889
238.573424,G,0.098917
238.585034,Gm,0.104664
238.596644,D,0.102926
238.608254,Gm,0.098603
238.619864,Dm,0.098783
238.875283,Cm,0.100056
239.002993,G#,0.103602
239.014603,C,0.103934
239.107483,Am,0.122239
239.165533,C#m,0.118668
239.177143,Fm,0.120580
239.188753,G#,0.123261
239.270023,Fm,0.124147
239.328073,F#m,0.115506
239.409342,C#,0.110439
239.432562,F#m,0.110540
